bagOfFeaturesData1,bagOfFeaturesData2,bagOfFeaturesData3,bagOfFeaturesData4,bagOfFeaturesData5,bagOfFeaturesData6,bagOfFeaturesData7,bagOfFeaturesData8,bagOfFeaturesData9,bagOfFeaturesData10,bagOfFeaturesData11,bagOfFeaturesData12,bagOfFeaturesData13,bagOfFeaturesData14,bagOfFeaturesData15,bagOfFeaturesData16,bagOfFeaturesData17,bagOfFeaturesData18,bagOfFeaturesData19,bagOfFeaturesData20,bagOfFeaturesData21,bagOfFeaturesData22,bagOfFeaturesData23,bagOfFeaturesData24,bagOfFeaturesData25,bagOfFeaturesData26,bagOfFeaturesData27,bagOfFeaturesData28,bagOfFeaturesData29,bagOfFeaturesData30,bagOfFeaturesData31,bagOfFeaturesData32,bagOfFeaturesData33,bagOfFeaturesData34,bagOfFeaturesData35,bagOfFeaturesData36,bagOfFeaturesData37,bagOfFeaturesData38,bagOfFeaturesData39,bagOfFeaturesData40,bagOfFeaturesData41,bagOfFeaturesData42,bagOfFeaturesData43,bagOfFeaturesData44,bagOfFeaturesData45,bagOfFeaturesData46,bagOfFeaturesData47,bagOfFeaturesData48,bagOfFeaturesData49,bagOfFeaturesData50,bagOfFeaturesData51,bagOfFeaturesData52,bagOfFeaturesData53,bagOfFeaturesData54,bagOfFeaturesData55,bagOfFeaturesData56,bagOfFeaturesData57,bagOfFeaturesData58,bagOfFeaturesData59,bagOfFeaturesData60,bagOfFeaturesData61,bagOfFeaturesData62,bagOfFeaturesData63,bagOfFeaturesData64,bagOfFeaturesData65,bagOfFeaturesData66,bagOfFeaturesData67,bagOfFeaturesData68,bagOfFeaturesData69,bagOfFeaturesData70,bagOfFeaturesData71,bagOfFeaturesData72,bagOfFeaturesData73,bagOfFeaturesData74,bagOfFeaturesData75,bagOfFeaturesData76,bagOfFeaturesData77,bagOfFeaturesData78,bagOfFeaturesData79,bagOfFeaturesData80,bagOfFeaturesData81,bagOfFeaturesData82,bagOfFeaturesData83,bagOfFeaturesData84,bagOfFeaturesData85,bagOfFeaturesData86,bagOfFeaturesData87,bagOfFeaturesData88,bagOfFeaturesData89,bagOfFeaturesData90,bagOfFeaturesData91,bagOfFeaturesData92,bagOfFeaturesData93,bagOfFeaturesData94,bagOfFeaturesData95,bagOfFeaturesData96,bagOfFeaturesData97,bagOfFeaturesData98,bagOfFeaturesData99,bagOfFeaturesData100,bagOfFeaturesData101,bagOfFeaturesData102,bagOfFeaturesData103,bagOfFeaturesData104,bagOfFeaturesData105,bagOfFeaturesData106,bagOfFeaturesData107,bagOfFeaturesData108,bagOfFeaturesData109,bagOfFeaturesData110,bagOfFeaturesData111,bagOfFeaturesData112,bagOfFeaturesData113,bagOfFeaturesData114,bagOfFeaturesData115,bagOfFeaturesData116,bagOfFeaturesData117,bagOfFeaturesData118,bagOfFeaturesData119,bagOfFeaturesData120,bagOfFeaturesData121,bagOfFeaturesData122,bagOfFeaturesData123,bagOfFeaturesData124,bagOfFeaturesData125,bagOfFeaturesData126,bagOfFeaturesData127,bagOfFeaturesData128,bagOfFeaturesData129,bagOfFeaturesData130,bagOfFeaturesData131,bagOfFeaturesData132,bagOfFeaturesData133,bagOfFeaturesData134,bagOfFeaturesData135,bagOfFeaturesData136,bagOfFeaturesData137,bagOfFeaturesData138,bagOfFeaturesData139,bagOfFeaturesData140,bagOfFeaturesData141,bagOfFeaturesData142,bagOfFeaturesData143,bagOfFeaturesData144,bagOfFeaturesData145,bagOfFeaturesData146,bagOfFeaturesData147,bagOfFeaturesData148,bagOfFeaturesData149,bagOfFeaturesData150,class
0.145574912428856,0.145574912428856,0.0727874562144279,0.036393728107214,0.036393728107214,0,0.145574912428856,0,0,0,0.109181180596352,0,0,0,0.036393728107214,0.0727874562144279,0,0.0727874562144279,0.036393728107214,0,0.0727874562144279,0.036393728107214,0.218362361192703,0.036393728107214,0.036393728107214,0.0727874562144279,0.036393728107214,0.036393728107214,0.254756093025208,0.036393728107214,0.109181180596352,0,0,0.0727874562144279,0.036393728107214,0,0,0.109181180596352,0,0,0,0.036393728107214,0.0727874562144279,0.036393728107214,0.109181180596352,0,0,0.036393728107214,0.0727874562144279,0.036393728107214,0.036393728107214,0.0727874562144279,0.109181180596352,0,0.0727874562144279,0.109181180596352,0,0,0,0.036393728107214,0.036393728107214,0.036393728107214,0,0.036393728107214,0,0.036393728107214,0.0727874562144279,0.0727874562144279,0.036393728107214,0.145574912428856,0.109181180596352,0,0.145574912428856,0,0.145574912428856,0.0727874562144279,0.036393728107214,0.036393728107214,0.109181180596352,0,0,0.0727874562144279,0.036393728107214,0.109181180596352,0.0727874562144279,0.036393728107214,0.036393728107214,0.0727874562144279,0,0.036393728107214,0.145574912428856,0.036393728107214,0,0.0727874562144279,0.036393728107214,0,0,0.036393728107214,0.109181180596352,0.036393728107214,0.145574912428856,0.0727874562144279,0.036393728107214,0.145574912428856,0.109181180596352,0,0.109181180596352,0.145574912428856,0.0727874562144279,0.109181180596352,0.036393728107214,0,0.18196864426136,0.036393728107214,0.145574912428856,0.036393728107214,0,0.0727874562144279,0.036393728107214,0.109181180596352,0,0.036393728107214,0.0727874562144279,0.218362361192703,0.36393728852272,0.109181180596352,0,0.0727874562144279,0.0727874562144279,0.036393728107214,0,0.109181180596352,0.036393728107214,0,0.036393728107214,0.109181180596352,0.0727874562144279,0.18196864426136,0,0,0,0.0727874562144279,0,0,0.036393728107214,0.0727874562144279,0,0.036393728107214,0.0727874562144279,0.0727874562144279,smallTestData
0.0734223052859306,0.0734223052859306,0,0,0,0,0,0.0734223052859306,0,0.0734223052859306,0.0734223052859306,0.0734223052859306,0.110133461654186,0.110133461654186,0,0,0,0.220266923308372,0.110133461654186,0,0,0.0367111526429653,0.0367111526429653,0.0367111526429653,0.0367111526429653,0,0.220266923308372,0.0734223052859306,0,0.183555766940117,0.0734223052859306,0.0367111526429653,0.293689221143723,0,0.0734223052859306,0,0.0734223052859306,0,0.0734223052859306,0.0367111526429653,0.146844610571861,0.146844610571861,0.0367111526429653,0,0.0734223052859306,0.0734223052859306,0.0367111526429653,0,0.0734223052859306,0,0.0734223052859306,0.0367111526429653,0.183555766940117,0,0,0.0367111526429653,0.293689221143723,0.0367111526429653,0.0734223052859306,0.0734223052859306,0.0367111526429653,0,0.0734223052859306,0,0.0367111526429653,0,0.0367111526429653,0,0.0367111526429653,0.0367111526429653,0.0367111526429653,0.110133461654186,0.0734223052859306,0,0.0734223052859306,0,0.0734223052859306,0.0367111526429653,0,0.0734223052859306,0.0367111526429653,0.0367111526429653,0,0.0367111526429653,0,0,0.220266923308372,0,0.146844610571861,0,0.0734223052859306,0.0734223052859306,0.146844610571861,0.0734223052859306,0.0367111526429653,0.0367111526429653,0,0,0.0367111526429653,0.0367111526429653,0.0734223052859306,0.146844610571861,0.0367111526429653,0.0367111526429653,0,0,0,0.0367111526429653,0,0.0367111526429653,0.183555766940117,0,0.0367111526429653,0.0367111526429653,0,0,0.0734223052859306,0.0734223052859306,0,0.183555766940117,0,0,0.0367111526429653,0.0734223052859306,0,0.0734223052859306,0.183555766940117,0.0734223052859306,0,0.0367111526429653,0.0734223052859306,0,0.0734223052859306,0,0,0.0734223052859306,0,0.146844610571861,0,0,0,0.0367111526429653,0.146844610571861,0.146844610571861,0,0.183555766940117,0.0734223052859306,0.110133461654186,0,0.110133461654186,smallTestData
0.226183697581291,0.113091848790646,0.0565459243953228,0.0565459243953228,0.169637784361839,0.0282729621976614,0.0565459243953228,0,0.0282729621976614,0,0,0,0,0.0282729621976614,0,0.0565459243953228,0.0282729621976614,0,0.0565459243953228,0.113091848790646,0,0.0282729621976614,0.0565459243953228,0.141364812850952,0,0.0565459243953228,0.0565459243953228,0,0.226183697581291,0.0282729621976614,0.0848188921809196,0,0,0.0848188921809196,0.197910740971565,0.141364812850952,0.0282729621976614,0.0848188921809196,0.0565459243953228,0,0,0,0.169637784361839,0.0282729621976614,0.0282729621976614,0,0.0282729621976614,0.0565459243953228,0,0.169637784361839,0.0565459243953228,0.197910740971565,0.0282729621976614,0,0.141364812850952,0.0282729621976614,0,0.0282729621976614,0,0.0282729621976614,0.113091848790646,0,0,0,0.0282729621976614,0.0565459243953228,0.0848188921809196,0.113091848790646,0,0.113091848790646,0,0.0848188921809196,0.0282729621976614,0,0.0848188921809196,0.0282729621976614,0,0,0,0.0282729621976614,0.0848188921809196,0,0,0.113091848790646,0.0848188921809196,0.282729625701904,0,0.0848188921809196,0.0282729621976614,0.226183697581291,0.0565459243953228,0.0282729621976614,0.0848188921809196,0,0,0.0565459243953228,0.0282729621976614,0.0282729621976614,0.31100258231163,0.0282729621976614,0,0,0.0282729621976614,0.0565459243953228,0.0565459243953228,0.0282729621976614,0,0.169637784361839,0.226183697581291,0.0282729621976614,0,0.0282729621976614,0,0.0848188921809196,0.0848188921809196,0.0282729621976614,0.0848188921809196,0.0848188921809196,0.0282729621976614,0.0282729621976614,0,0.169637784361839,0,0.113091848790646,0.0848188921809196,0,0.0565459243953228,0.0848188921809196,0,0.0565459243953228,0.0282729621976614,0.0565459243953228,0.0282729621976614,0,0.141364812850952,0,0.0565459243953228,0,0.0282729621976614,0,0.0848188921809196,0.0282729621976614,0.0565459243953228,0,0.0848188921809196,0,0,0.0565459243953228,0,0,smallTestData
0.232559412717819,0.132891103625298,0.0332227759063244,0.0332227759063244,0,0.132891103625298,0,0.0664455518126488,0.0664455518126488,0.0996683239936829,0.0332227759063244,0.0332227759063244,0.199336647987366,0.265782207250595,0.0332227759063244,0,0.0332227759063244,0.132891103625298,0.0332227759063244,0,0.0332227759063244,0,0.0664455518126488,0,0.0332227759063244,0.166113868355751,0.0332227759063244,0.0332227759063244,0,0,0.0332227759063244,0,0.0332227759063244,0.0332227759063244,0,0.166113868355751,0.0996683239936829,0,0.0996683239936829,0,0.166113868355751,0.0332227759063244,0,0,0.0664455518126488,0,0.0332227759063244,0,0,0.0332227759063244,0.0996683239936829,0.0332227759063244,0.265782207250595,0.199336647987366,0.0664455518126488,0.0664455518126488,0,0.166113868355751,0.166113868355751,0,0,0,0.0332227759063244,0.166113868355751,0.0664455518126488,0.0332227759063244,0.132891103625298,0.166113868355751,0.0332227759063244,0.0332227759063244,0.166113868355751,0.166113868355751,0,0,0,0,0.132891103625298,0.199336647987366,0.0664455518126488,0,0,0,0.0332227759063244,0,0,0,0.0332227759063244,0,0,0,0,0.0996683239936829,0,0.0664455518126488,0.0332227759063244,0,0,0.0332227759063244,0,0,0.265782207250595,0.0332227759063244,0,0.0664455518126488,0.166113868355751,0.0664455518126488,0,0,0.0332227759063244,0,0,0.0664455518126488,0.0332227759063244,0,0.0332227759063244,0,0.0664455518126488,0.0332227759063244,0,0,0,0,0.0332227759063244,0,0,0.166113868355751,0.0332227759063244,0.132891103625298,0,0,0.132891103625298,0.0664455518126488,0,0,0.0332227759063244,0.0332227759063244,0.0332227759063244,0,0.0664455518126488,0,0.0332227759063244,0.0664455518126488,0,0.132891103625298,0.0332227759063244,0.0332227759063244,0.0332227759063244,0.0664455518126488,0.0332227759063244,0,smallTestData
0.112508796155453,0.0562543980777264,0,0.112508796155453,0.225017592310905,0,0,0,0.112508796155453,0,0,0,0.0562543980777264,0.0562543980777264,0.0562543980777264,0.168763190507889,0.0562543980777264,0,0,0,0,0,0,0.0562543980777264,0,0.281271994113922,0,0,0.225017592310905,0.0562543980777264,0,0,0.168763190507889,0.225017592310905,0,0,0.0562543980777264,0,0.0562543980777264,0,0,0,0,0.0562543980777264,0.0562543980777264,0,0.0562543980777264,0,0.0562543980777264,0,0,0,0,0.112508796155453,0.281271994113922,0.0562543980777264,0,0,0,0.112508796155453,0,0,0.0562543980777264,0.0562543980777264,0,0.0562543980777264,0.0562543980777264,0,0,0.225017592310905,0.0562543980777264,0,0.112508796155453,0,0,0,0,0.168763190507889,0.112508796155453,0,0.0562543980777264,0.112508796155453,0,0.112508796155453,0,0,0.0562543980777264,0.112508796155453,0,0.0562543980777264,0,0,0.168763190507889,0,0.0562543980777264,0.112508796155453,0,0,0.168763190507889,0.0562543980777264,0.0562543980777264,0,0,0,0.0562543980777264,0,0.0562543980777264,0,0,0.0562543980777264,0.0562543980777264,0.0562543980777264,0.112508796155453,0,0,0,0,0.168763190507889,0,0.112508796155453,0,0,0,0.168763190507889,0,0.112508796155453,0,0.0562543980777264,0,0.0562543980777264,0,0,0.0562543980777264,0.112508796155453,0.112508796155453,0,0,0.0562543980777264,0,0,0.168763190507889,0.112508796155453,0.0562543980777264,0,0.168763190507889,0.112508796155453,0,0.112508796155453,0.0562543980777264,0.168763190507889,smallTestData
0,0,0,0,0,0,0,0,0,0,0.11867817491293,0,0.11867817491293,0,0.11867817491293,0,0,0,0,0,0,0,0,0,0.11867817491293,0,0,0.11867817491293,0,0,0,0,0.11867817491293,0,0,0,0.237356349825859,0,0.356034517288208,0,0.11867817491293,0.11867817491293,0,0,0,0,0,0,0,0,0,0,0.11867817491293,0,0,0,0.11867817491293,0.237356349825859,0,0,0.11867817491293,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11867817491293,0,0.237356349825859,0,0,0,0,0,0,0,0,0,0,0,0.11867817491293,0,0,0.356034517288208,0,0,0,0,0,0.11867817491293,0,0,0.11867817491293,0,0,0,0,0,0,0,0,0,0.237356349825859,0,0,0,0,0.11867817491293,0,0.11867817491293,0,0,0,0,0,0.11867817491293,0,0,0,0,0,0,0.11867817491293,0,0,0,0,0,0,0,0,0,0,0.237356349825859,0.237356349825859,0.356034517288208,0,0.11867817491293,0,0,0,0,smallTestData
0.0440652668476105,0.0881305336952209,0.132195800542831,0.0881305336952209,0.0440652668476105,0.0440652668476105,0.0440652668476105,0,0.0881305336952209,0.0440652668476105,0.0440652668476105,0.132195800542831,0.132195800542831,0.0881305336952209,0,0,0.0440652668476105,0,0,0,0,0,0.0881305336952209,0.0440652668476105,0.0881305336952209,0.308456867933273,0.0440652668476105,0,0.0440652668476105,0.220326334238052,0.0881305336952209,0.0440652668476105,0,0,0,0,0,0,0.132195800542831,0,0,0,0,0,0.0440652668476105,0.0440652668476105,0.0440652668476105,0,0,0,0.0440652668476105,0,0,0,0.0440652668476105,0.0881305336952209,0.0881305336952209,0,0,0,0,0.0440652668476105,0.0881305336952209,0.0440652668476105,0.0440652668476105,0.264391601085663,0.0440652668476105,0.176261067390442,0.0881305336952209,0,0,0.0881305336952209,0.0881305336952209,0,0,0,0.0881305336952209,0,0,0,0.0881305336952209,0.0440652668476105,0,0.0440652668476105,0,0,0,0,0,0,0.0440652668476105,0.396587401628494,0,0.0440652668476105,0.0440652668476105,0.176261067390442,0,0.0440652668476105,0.0881305336952209,0,0.0881305336952209,0.0440652668476105,0,0.0440652668476105,0,0.0881305336952209,0.0881305336952209,0.0440652668476105,0,0.0440652668476105,0,0,0,0,0,0.0881305336952209,0.0881305336952209,0,0,0,0.132195800542831,0.0881305336952209,0.264391601085663,0,0.132195800542831,0.0881305336952209,0,0.0881305336952209,0,0.0881305336952209,0,0.0881305336952209,0.0440652668476105,0,0.0440652668476105,0,0,0.176261067390442,0,0,0.220326334238052,0,0.0440652668476105,0.132195800542831,0.0881305336952209,0.0440652668476105,0.0881305336952209,0.0440652668476105,0.0440652668476105,0.0881305336952209,smallTestData
0.0298009980469942,0,0.0596019960939884,0.0298009980469942,0.0596019960939884,0.0894029960036278,0.0596019960939884,0,0,0.119203992187977,0,0,0.0596019960939884,0.0596019960939884,0.0596019960939884,0.0298009980469942,0,0,0,0.208606988191605,0,0.0298009980469942,0,0.0894029960036278,0,0.0894029960036278,0.0298009980469942,0.0596019960939884,0.0298009980469942,0,0.0894029960036278,0,0,0.0298009980469942,0.268208980560303,0,0,0.0894029960036278,0,0.0596019960939884,0,0,0.208606988191605,0,0.0298009980469942,0,0.0894029960036278,0,0,0.119203992187977,0.0596019960939884,0.0596019960939884,0.0298009980469942,0,0.208606988191605,0,0,0,0.0298009980469942,0.0298009980469942,0.0298009980469942,0,0.0298009980469942,0,0,0,0.0596019960939884,0,0,0.0596019960939884,0,0.0596019960939884,0,0,0.0298009980469942,0,0,0,0,0,0,0,0,0.149004995822906,0.0894029960036278,0.119203992187977,0,0.149004995822906,0.0298009980469942,0.178805992007256,0,0.178805992007256,0,0,0,0,0,0,0.476815968751907,0.0894029960036278,0,0,0.0298009980469942,0,0.0596019960939884,0,0.119203992187977,0.238407984375954,0.0596019960939884,0,0,0.0596019960939884,0,0.0298009980469942,0.238407984375954,0,0,0,0.0298009980469942,0.119203992187977,0.0298009980469942,0.149004995822906,0,0.149004995822906,0.178805992007256,0.0298009980469942,0,0.0298009980469942,0,0,0.178805992007256,0.0298009980469942,0.0596019960939884,0,0,0.0298009980469942,0.0298009980469942,0,0,0,0,0.0596019960939884,0.0298009980469942,0,0.0596019960939884,0.0596019960939884,0,0.0596019960939884,0,0.0894029960036278,smallTestData
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106709480286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106709480286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,smallTestData
0,0.517882287502289,0.0545139238238335,0.0272569619119167,0.0272569619119167,0.463368356227875,0,0.0272569619119167,0,0.0272569619119167,0,0.190798744559288,0.218055695295334,0.0272569619119167,0.0272569619119167,0.0545139238238335,0,0.0272569619119167,0,0,0.0272569619119167,0,0.0272569619119167,0,0,0,0.0545139238238335,0.218055695295334,0.0272569619119167,0.0817708894610405,0,0,0,0.0272569619119167,0.0272569619119167,0.0272569619119167,0.0272569619119167,0,0,0.0272569619119167,0,0.0545139238238335,0.0272569619119167,0.0545139238238335,0.0272569619119167,0.0272569619119167,0,0,0.109027847647667,0,0,0,0,0,0,0,0,0.0817708894610405,0.0272569619119167,0.0272569619119167,0,0.0545139238238335,0.0817708894610405,0,0,0,0,0,0.136284813284874,0.0272569619119167,0.0817708894610405,0,0.0272569619119167,0,0,0,0.0272569619119167,0.0545139238238335,0,0.0272569619119167,0.0272569619119167,0.136284813284874,0,0,0,0.0272569619119167,0,0,0,0,0,0.0545139238238335,0,0.0272569619119167,0,0.0272569619119167,0,0.0272569619119167,0.0272569619119167,0,0.436111390590668,0,0,0.109027847647667,0,0,0.0272569619119167,0,0.0272569619119167,0.0272569619119167,0.0272569619119167,0,0.0545139238238335,0.0272569619119167,0,0.0272569619119167,0.0272569619119167,0.136284813284874,0,0,0,0,0.0545139238238335,0,0,0,0,0.0272569619119167,0.0272569619119167,0.0545139238238335,0.0272569619119167,0,0,0.0545139238238335,0,0.0545139238238335,0.0545139238238335,0.0272569619119167,0.0545139238238335,0,0,0,0.0545139238238335,0.0272569619119167,0.0545139238238335,0,0,0.0817708894610405,0,0.0272569619119167,smallTestData
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,smallTestData
0,0.11933359503746,0.0795557275414467,0.0397778637707233,0.0795557275414467,0,0.0397778637707233,0,0.0397778637707233,0,0,0,0,0.0795557275414467,0.0795557275414467,0.0397778637707233,0.278445035219193,0,0.0397778637707233,0.238667190074921,0,0,0,0.0397778637707233,0,0.318222910165787,0,0.0397778637707233,0.318222910165787,0.0397778637707233,0.0397778637707233,0,0.0397778637707233,0,0.0795557275414467,0,0,0,0.0397778637707233,0,0,0.0397778637707233,0,0,0,0,0.0397778637707233,0,0,0.0795557275414467,0,0,0,0,0.198889315128326,0.238667190074921,0,0,0.0795557275414467,0,0,0,0,0,0,0,0,0.0795557275414467,0,0.0795557275414467,0.11933359503746,0.0397778637707233,0,0,0.0397778637707233,0,0,0,0,0.159111455082893,0,0,0.0397778637707233,0.0795557275414467,0.0397778637707233,0,0,0.0397778637707233,0.0397778637707233,0.0397778637707233,0.0397778637707233,0.0397778637707233,0.0397778637707233,0.0397778637707233,0,0.0795557275414467,0.0397778637707233,0,0.198889315128326,0.11933359503746,0.11933359503746,0.0397778637707233,0,0,0.0397778637707233,0.238667190074921,0.11933359503746,0,0.0397778637707233,0,0,0,0.0397778637707233,0,0.0397778637707233,0,0,0.11933359503746,0,0,0,0.0795557275414467,0,0.159111455082893,0,0.0397778637707233,0.11933359503746,0.278445035219193,0,0.11933359503746,0,0.0397778637707233,0.0397778637707233,0,0,0,0,0.159111455082893,0,0.159111455082893,0.159111455082893,0.0397778637707233,0,0.11933359503746,0.0397778637707233,0,0,0.0795557275414467,0,0,smallTestData
0,0,0,0,0,0,0,0,0.150755673646927,0.150755673646927,0,0,0,0,0,0.150755673646927,0,0,0,0,0.603022694587708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150755673646927,0,0.150755673646927,0,0,0.452266991138458,0,0,0,0,0,0,0,0,0,0,0,0.301511347293854,0,0,0,0,0,0,0,0,0,0,0,0.150755673646927,0,0.150755673646927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150755673646927,0,0,0,0,0,0.150755673646927,0.150755673646927,0,0.150755673646927,0,0,0,0,0,0,0,0,0,0,0,0.150755673646927,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150755673646927,0,0,0,0.150755673646927,0,0,0,0.150755673646927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,smallTestData
0,0.120289042592049,0,0,0,0.360867112874985,0.0400963462889194,0.120289042592049,0.0400963462889194,0,0,0.120289042592049,0.240578085184097,0.160385385155678,0.0400963462889194,0,0,0.0801926925778389,0,0,0.280674427747726,0,0.0400963462889194,0,0.0801926925778389,0.0400963462889194,0.0801926925778389,0.0400963462889194,0.0400963462889194,0,0.0400963462889194,0,0.0400963462889194,0,0,0,0,0,0,0,0.0801926925778389,0.0400963462889194,0,0,0,0.0801926925778389,0,0,0.0400963462889194,0,0.120289042592049,0,0.0400963462889194,0.0400963462889194,0.0400963462889194,0.120289042592049,0.0801926925778389,0.120289042592049,0.561348855495453,0,0,0.0400963462889194,0,0,0,0,0.0801926925778389,0.0400963462889194,0.0400963462889194,0,0.160385385155678,0,0,0,0,0,0.0400963462889194,0,0,0,0.0400963462889194,0.0400963462889194,0.0400963462889194,0,0,0,0.0400963462889194,0,0,0,0,0.160385385155678,0.0801926925778389,0.120289042592049,0.0400963462889194,0.0400963462889194,0.0400963462889194,0.0400963462889194,0,0,0.120289042592049,0.0400963462889194,0,0,0,0.120289042592049,0,0,0.0801926925778389,0,0.0400963462889194,0,0.0801926925778389,0,0,0.0400963462889194,0.0400963462889194,0.0801926925778389,0,0,0,0.0400963462889194,0.200481727719307,0,0,0,0,0,0,0,0.0400963462889194,0,0,0,0,0,0.0801926925778389,0,0,0,0.0400963462889194,0,0.0801926925778389,0.160385385155678,0,0.0400963462889194,0.0801926925778389,0,0,0,smallTestData
0.0936585813760757,0,0.0936585813760757,0,0.187317162752151,0,0.0936585813760757,0,0,0,0.0936585813760757,0,0,0.0936585813760757,0,0.0936585813760757,0.0936585813760757,0.187317162752151,0,0,0.187317162752151,0.0936585813760757,0.0936585813760757,0.0936585813760757,0,0.187317162752151,0.0936585813760757,0.187317162752151,0.0936585813760757,0.0936585813760757,0,0,0.0936585813760757,0,0,0,0,0,0,0.0936585813760757,0,0.0936585813760757,0,0,0.0936585813760757,0,0.0936585813760757,0,0,0,0,0,0.0936585813760757,0,0.187317162752151,0.0936585813760757,0,0.0936585813760757,0,0.0936585813760757,0.0936585813760757,0.0936585813760757,0.0936585813760757,0.187317162752151,0.0936585813760757,0,0,0.0936585813760757,0,0.280975729227066,0,0,0.0936585813760757,0,0,0.0936585813760757,0.0936585813760757,0.0936585813760757,0,0,0,0,0,0,0,0,0,0,0.187317162752151,0,0,0.0936585813760757,0,0,0,0,0,0.0936585813760757,0.0936585813760757,0,0,0,0,0,0,0,0.0936585813760757,0,0.0936585813760757,0,0.0936585813760757,0.187317162752151,0,0,0,0.187317162752151,0,0.0936585813760757,0.0936585813760757,0.0936585813760757,0,0,0,0.0936585813760757,0,0.0936585813760757,0,0.187317162752151,0,0,0,0,0,0,0,0,0,0,0,0.0936585813760757,0.0936585813760757,0.187317162752151,0,0.280975729227066,0,0,0,0.187317162752151,0,0,smallTestData
0.0704797953367233,0.0528598465025425,0,0.0352398976683617,0.0352398976683617,0,0.0176199488341808,0,0.140959590673447,0.140959590673447,0.0176199488341808,0,0.0352398976683617,0.0352398976683617,0.0880997478961945,0.0352398976683617,0.105719693005085,0.0176199488341808,0.158579543232918,0,0.0176199488341808,0,0.0704797953367233,0.0528598465025425,0,0.0352398976683617,0.0528598465025425,0.0352398976683617,0,0.0704797953367233,0.123339645564556,0.264299243688583,0.0176199488341808,0.0352398976683617,0,0.0352398976683617,0.0704797953367233,0.0176199488341808,0.158579543232918,0.0176199488341808,0,0.0528598465025425,0,0.0880997478961945,0.105719693005085,0.0528598465025425,0.0704797953367233,0.0176199488341808,0,0.0176199488341808,0,0.0880997478961945,0.0704797953367233,0,0,0.0176199488341808,0.105719693005085,0,0.0352398976683617,0.158579543232918,0.0176199488341808,0.0352398976683617,0.0352398976683617,0.0704797953367233,0.0528598465025425,0,0.105719693005085,0,0,0.105719693005085,0.176199495792389,0.176199495792389,0.193819433450699,0,0.0704797953367233,0.0176199488341808,0.123339645564556,0.123339645564556,0.0704797953367233,0.0528598465025425,0.0352398976683617,0.0880997478961945,0,0.0176199488341808,0.0704797953367233,0.0176199488341808,0.158579543232918,0.0176199488341808,0.0704797953367233,0.0176199488341808,0.105719693005085,0.0352398976683617,0,0.0880997478961945,0,0.281919181346893,0,0.0880997478961945,0,0,0,0.158579543232918,0.0704797953367233,0.0176199488341808,0.0176199488341808,0,0.0176199488341808,0.0176199488341808,0.0176199488341808,0.0704797953367233,0.0880997478961945,0,0.0704797953367233,0.140959590673447,0.0176199488341808,0.140959590673447,0.0528598465025425,0.0352398976683617,0.0704797953367233,0.0176199488341808,0.0880997478961945,0.0176199488341808,0.0176199488341808,0.0352398976683617,0.0352398976683617,0.0704797953367233,0.140959590673447,0.176199495792389,0.0352398976683617,0.229059338569641,0.140959590673447,0.0176199488341808,0.0880997478961945,0.0176199488341808,0.0176199488341808,0.0880997478961945,0.0176199488341808,0.0176199488341808,0.0528598465025425,0.0176199488341808,0.0352398976683617,0.140959590673447,0.0704797953367233,0.0880997478961945,0,0.0352398976683617,0,0.123339645564556,0.193819433450699,0.0880997478961945,smallTestData
